query_id,runtime,num_jgs
1,232.62019991874695,20
2,674.7223389148712,21
3,237.40373277664185,20
4,116.15960764884949,17
5,226.49166440963745,20
1,231.7109649181366,20
2,657.1636054515839,21
3,238.43638372421265,20
4,114.37939786911011,17
5,223.77912211418152,20
1,229.35628056526184,20
2,727.7116725444794,21
3,235.2600224018097,20
4,116.63402223587036,17
5,235.9322588443756,22
